poem,Label,Poet
أيا طالب الدنيا وتارك الاخرىستعلم بعد الموت أيهما أحرىألم يقرعوا بالحق سمعك قل بلىوذكرت بالآيات لو تنفع الذكرى,غزل,الببغاء
جَهِلتَ فَعادَيتَ العُلومَ وَأَهلَهاكَذاكَ يُعادي العِلمَ مَن هُوَ جاهِلُهوَمَن كانَ يَهوى أَن يُرى مُتَصَدِّراًوَيَكرَهُ لا أَدري أَصيبَت مَقاتِلُه,رومنسية,مروان بن أبي حفصة
كَتَمت الهَوى حَتّى إِذا نَطَقت بِهِبَوادِرُ من دَمع تَسيلُ عَلى خَدّيوَشاعَ الَّذي أَضمَرتُ مِن غَيرِ مَنطِقٍكَأَنَّ ضَميرَ القَلبِ يَرشَحُ مِن جِلدي,حزن,الحلاج
يَا حاضِراً في فُؤاديبِالفكرِ فِيكمْ أطيبُإِنْ لمْ يزُرْ شخصُ عينيفالقلبُ عِندي ينُوبُ,شوق,عمر الخيام
أوَما ترى الدّنْيا وجامعَ حُسنْهِاصُغرى لديه وهي يعظُمُ شانهالولا الذي فُتِنَتْ به لاستعْبَرَتْثكلى تَفُضُّ ضُلوعَها أشجانها,رومنسية,ابن داود الظاهري
أذابت قلبَهُ الزّفْرَهوأدْمَتْ خَدَّهُ العِبْرَهْوهلْ يطمعُ في الصّبْرِعميدٌ باعَهُ صَبْرَهْله شوقٌ حجازيٌّوقلبٌ مِنْ بَني عَذْرَهْ,رومنسية,الوليد بن يزيد
لَعَمْرُكَ ما الهِجْرانُ أنْ تَشْحَطَ النّوىولكِنَّما الهِجْرانُ ما غيَّبَ القَبْرُ,رومنسية,عبدالله الشبراوي
لك الحمد مولانا على كل نعمةوشكراً لما أوليت من سابغ النعممننت علينا بعد كفر وظلمةوأنقذتنا من حندس الظلم والظلم,حكمة,ضرار الفهري
شكوت إليك من قلب قريحبدمع في شكايته نضيحعذرتك لو حملت هواك منيعلى كبد وجثمان صحيح,علم,أحمد بامبا
يا مصرُ أنتِ أرضُ كل مُعجزهكم فيكِ من آثار فخرٍ مُنجزهقد عُدتِ كالعصر القديم مُنتزهلله إسماعيلُ فيما أبرزه,رومنسية,صريع الغواني
أرى الدهر بالتفريق والبين مولعاوللجمع ما بين المحبين آبيافأُفٌ عليه من زمانٍ كأننيخلقت وإياه نُطيل التعاديا,عتاب,الزمخشري
قَد يَسكُتُ السَيفُ وَالأَقلامُ ناطِقَةٌوَالسَيفُ في لُغَةِ الأَقلامِ لَحّانُعَدلاً مَلَأتَ بِهِ الدُنيا فَأَنتَ بِهابَينَ العِبادِ وَبَينَ اللَهِ مِيزانُ,حكمة,ابن دريد الأزدي
إِذا جاوَزَ الإِثنَينِ سِرٌّ فَإِنَّهُبِنَشرٍ وَتَكثيرِ الحَديثِ قَمينُوَإِن ضَيَّعَ الإِخوانُ سِرّاً فَإِنَّنيكَتومٌ لِأَسرارِ العَشيرِ أَمينُ,حزن,محمود الوراق
لِمَن الدِّيَارُ كَانَّهُنَّ سُطُورُقَفرٌ عفَتهُ رَوَامِسٌ ودُهُورُ,رومنسية,أبو الحسن الششتري
لا يعرف الشوق إلا من يكابدهولا الصبابة إلا من يعانيهاولا السماحة إلا المستهام بهاخليفة الله مسديها ومسنيها,رومنسية,ابن هانئ الأندلسي
ان الزمان استقاد منك ومنيسلم لغير الزمان يستقدفان رماك الردى بحادثةفما على الحادثات من قود,رومنسية,كشاجم
وَما حَسنٌ أَن يَمدَحَ المَرءُ نَفسَهُوَلكِنَّ أَخلاقاً تُذَمُّ وَتُمدَحُ,حكمة,ليلى الأخليلية
أَما تَرى اليَومَ ما أَحلى شَمائِلَهُصَحوٌ وَغَيمٌ وَإِبراقٌ وَإِرعادُكَأَنَّهُ أَنتَ يا مَن لا شَبيهَ لَهُوَصلٌ وَبَحرٌ وَتَقريبٌ وَإِبعادُ,دينية,خالد بن الوليد
لَو أَنَّ عُذّالي لِوَجهِكَ أَسلَموالَرَجَوتُ أَنّي في المَحَبَّةِ أَسلَمُكَيفَ السَبيلُ لِكَتمِ أَسرارِ الهَوىوَلِسانُ دَمعي بِالغَرامِ يُتَرجمُ,حزن,الصنوبري
ذَكَرَ الرَبابَ وَذِكرُها سُقمُفَصَبا وَليسَ لِمَن صَبا حِلمُوَإِذا أَلَمَّ خَيالُها طُرِفَتعَيني فَماءُ شؤونِها سَجمُكَاللُؤلُؤِ المَسجورِ أُغفِلَ فيسِلكِ النِظامِ فَخانَهُ النَظمُ,وطنية,رفاعة الطهطاوي
سَأُلزِمُ نَفسي الصَفحَ عَن كُلِّ مُذنِبٍوَإِن كَثُرَت مِنهُ عَلَيَّ الجَرائِمُوَما الناسُ إِلّا واحِدٌ مِن ثَلاثَةٍشَريفٌ وَمَشروفٌ وَمَثَلٌ مُقاوِمُ,عتاب,الصمة القشيري
فَلا خَيرَ فيمَن لا يُوَطِّنُ نَفسَهُعَلى نائِباتِ الدَهرِ حينَ تَنوبُوَفي الشَكِّ تَفريطٌ وَفي الحَزمِ قَوَّةٌوَيُخطِئُ في الحَدسِ الفَتى وَيُصيبُ,دينية,الرصافي البلنسي
ناديته بانكسارى إذ أودعهيا باحلا وجميل الصبر يتبعههل من سبيل إلى لقياك يتفقنار المحبة في الأحشاء حامية,حكمة,قيس بن الخطيم
وما عشقي له وحشاً لأنيكرهت الحسن واخترت القبيحاولكن غرت أن أهوى مليحاًوكل الناس يهوون المليحا,حكمة,سراقة البارقي
دعوت الموت ينقذني وقوميفان لم يرضَ قومي متُّ وحديواغبطُ كل من قد مات قبليواندبُ كل من قد عاش بعدي,شوق,الأبله البغدادي
أسفاً عليك لقد اضعت بما مضىعمراً سويعته تفوق الجوهراتشري القليل وأنت مسرور بهأعجب بذا وبه العناء تصورا,رومنسية,ابن العلاف
إذا القوم قالوا من فتى يومَ نَجدةٍفما كلُّهم يُعنى ولكنّه الفتىوكل امرئ يوماً اذا عاش حقبةإلى غايةٍ يجري اليها ومنتهى,اخلاق,المغيرة بن حبناء
يا صاحِ لَيسَ عَلى المُحبِّ مَلامَةٌإِن لاحَ في أُفق الوِصالِ صَباحُلا ذَنبَ لِلعُشّاقِ إِن غَلَبَ الهَوىكِتمانَهُم فَنما الغَرامُ فَباحوا,مدح,علي بن الجهم
بانَ الخَليطُ فَهالَتكَ التَهاويلُوَالشَوقُ مُحتَضَرٌ وَالقَلبُ مَتبولُيُهدى السَلامَ لَنا مِن أَهلِ ناعِمَةٍإِنَّ السَلامَ لِأَهلِ الوُدِّ مَبذولُ,رومنسية,ابن حجر العسقلاني
عَوائد هَذهِ الدُنيا ضُروبيُحملُ عبأها الفطنُ اللَبيبوَلِلأَيام طَبع مُستَحيلفَلا دعةٌ تَدوم وَلا لَغوبفَلا تَفرَح إِذا دَنَت الأَمانيوَلا تَحزَن إِذا دَهتِ الخُطوب,حزن,المخبل السعدي
أَلا هَل لِلهُمومِ مِن اِنفِراجِوِهَل لي مِن رُكوبِ البَحرِ ناجِأَكُلُّ عيشَةٍ زَوراءَ تَهويبِنا في مُظلِمِ الغَمراتِ ساجي,عتاب,الخليل الفراهيدي
فقل للشامتين بنا أفيقواسيلقى الشامتون كما لقيناوما إن طبتنا جبنٌ ولكنمنايانا ودولة آخرينا,حكمة,ضابئ البرجمي
وَكُلُّ اِمرِئٍ يَوماً مُلاقٍ حِمامَهُوَإِن باتَتِ الدَعوى وَطالَ بِها العُمرُفَأَبلَيتَ خَيراً في الحَياةِ وَإِنَّماثَوابُكَ عِندي اليَومَ أَن يَنطِقَ الشِعرُ,رومنسية,خليل البصير
"نشدتك أن تحول عن الوداد
وعن حال الصلاح إلى الفساد
ولو عاينت ما لك في ضميري
ولو شاهدت ما لك في فؤادي",غزل,ابن أفلح العبسي
ما سُمّيَ القَلبُ إِلا مِن تَقَلُّبِهِوَالرّأيُ يُصرَفُ والأَهواءُ أَطوارُكَم مِن ذوي مِقَةٍ قَبلي وَقَبلكمُخانوا فَأَضحوا إِلى الهِجرانِ قَد صاروا,حزن,وديع عقل
دَع النَّدامةَ لا يذهب بك النَّدَمُفَلستَ أَوَّلَ من زَلَّت به قَدمُهيَ المَقاديرُ والأَحكامُ جاريةٌوَللمهيمن في أَحكامه حِكمُ,عتاب,أبو الخير الطباع
سَقى اللَهُ عَيشاً لَم يَكُن فيهِ عُلقَةٌلِهَمٍّ وَلَم يُنكِر عَلَيهِ عَذولُلَعَمرُكَ ما اِستَحمَلتُ صَبراً لِفَقدِهِوَكُلُّ اِصطِبارٍ عَن سِواهُ جَميلُ,رثاء,متمم اليربوعي
أَرى المال وَالإِنسان للدهر نهبةًفَلا البخل مبقيهِ وَلا الجود خاربهلكل امرىء رزق وَللرزق جالِبٌوَلَيسَ يَفوت المَرءَ ما خَطّ كاتبه,رومنسية,السهروردي المقتول
كل أمري في الهوى عجبُوخلاصي منه أعجبهُلي حبيبٌ كله حسنٌفعيون الناس تنهبه,شوق,جران العود النمري
يعيب الناس كلهم الزماناوما لزماننا عيب سوانانعيب زماننا والعيب فيناولو نطق الزمان اذن هجانا,حياة,الجزار السرقسطي
رَماني الزَّمانُ بِأَحداثِهِوَكُنتُ صَبوراً عَلى ما حَدَثوَأَفنى الشَبابَ وَأَهلاً مَضَواوَما كُنتُ مِمَّن بِذاكَ اكتَرَث,حزن,عمرو بن براقة
وَلا خَيرَ في الدُّنيا إِذ أَنتَ لَم تَزُرْحَبيباً وَلَم يَطرَبْ إِلَيكَ حَبيبُ,ذم,ذو الإصبع العدواني
وَمَن يَفتَقِر مِنَّا يَعِش بِحُسامِهِوَمَن يَفتَقِر مِن سائِرِ النَّاسِ يَسأَلِفَإِن تَكُن الأَيَّامُ فِينَا تَقَلَّبَتبِبُؤسى وَنُعمى وَالحَوَادِثُ تَفعَلُ,حياة,كعب الغنوي
أعيني ألا تبكيا لمصيبتيوكل عيون الناس عني أصبرُبكيت لفقد الأكرمين تتابعواوصلّوا المنايا دارعون وحسر,شوق,أبو الرقعمق
سَهمُ المَنيّة أَينَ مِنهُ فِرارمَن في البَريّة مِن رداهُ يُجارُحكَمَ الزَّمان عَلى الخَلائِقِ بِالفَنافَالدارُ لا يَبقى بِها دَيّارِعِش ما تَشاءُ فَإنّ غايَتَك الرَدىيَبلى الزَمان وَتَذهَب الأَعمارُ,حكمة,الأحوص الأنصاري
لَئِن ساءَنى أَن نِلتِنى بِمَسَاءِةٍلَقَد سَرَّنى أَنّى خَطَرتُ ببالِكِ,عتاب,ابن معصوم
وَكَذاكَ الحُبُّ ما أَشجَعَهيَركَبُ الهَولَ وَيَعصي مَن وَزَعفَأَبيتُ اللَيلَ ما أَرقُدُهُوَبِعَينَيَّ إِذا نَجمٌ طَلَع,حزن,جحظة البرمكي
وَإِنّي مِنَ القَومِ الَّذينَ هُمُ هُمُإِذا ماتَ مِنهُم سَيِّدٌ قامَ صاحِبُهنُجومُ سَماءٍ كُلَّما غابَ كَوكَبٌبَدا كَوكَبٌ تَأوي إِلَيهِ كَواكِبُه,عتاب,الخريمي
هُوَ المَرءُ في كَفِّ الزَمانِ مُقَلَّبٌيُقاسي عَذابَ المَوتِ وَالدَهرُ يَلعَبُتَوَلَّدَ في الدُنيا حَليفَ مَصائِبٍفَلَم يُغنِ عَنهُ حِرصُهُ وَالتَجَنُّبُ,رومنسية,ابن سكرة
يا صاحِ إِنَّ الدَهرَ صَيَّرَنيما قَد تَرى قِشراً عَلى عَضبِما زالَ يُغري بي حَوادِثَهُوَيَزيدُني نَكباً عَلى نَكبِ,عتاب,ابن لنكك
على هذهِ كانتْ تَدورُ النّوائِّبُوفي كُلِّ جَمْعٍ للذَّهَابِ مَذَاهِبُنَزَلْنَا على حُكْمِ الزَّمانِ وأَمرِهِوهل يَقْبَلُ النَّصْفَ الألَدُّ المُشَاغِبُ,تسامح,أبو حيان الأندلسي
يا من أبحت حمى قلبي مودتهومن جعلت له أحشاي أوطاناأرسلت نحوي أبياتاً طربت بهاوالفضل للمبتدي بالفضل إحسانا,رومنسية,المرار الفقعسي
هو الحب لا فيه معين ترجاهولا منقذ من جوره تتوخاههو الحتف لا يفني المحبين غيرهولولاه ما ذاق الورى الحتف لولاه,عتاب,بكر بن النطاح
يَغيبُ إِذا غِبتَ عَنّي السُرورُفَلا غابَ أُنسُكَ عَن مَجلِسيفَكَم نُزهَةٍ فيكَ لِلناظِرينَوَكَم راحَةٍ فيكَ لِلأَنفُسِ,حزن,الأخضر اللهبي
رَأَيتُ الشَيبَ لاحَ فَقُلتُ أَهلاًوَوَدَّعتُ الغَوايَةَ وَالشَباباوَما إِن شِبتُ مِن كِبَرٍ وَلَكِنرَأَيتُ مِنَ الأَحِبَّةِ ما أَشابا,رثاء,عزوز الملزوزي
مَنْ عاشَرَ النّاسَ لاقى مِنهُمُ نَصبَاًلأنَّ سوسَهُمُ بَغْيٌ وعُدْوانُومَنْ يُفَتِّشْ عنِ الإخوانِ يقلِهِمْفَجُلُّ إخْوانِ هَذا العَصرِ خَوّانُ,رومنسية,ابن الدمينة
لا تَيأَسَنَّ من اِنفِراجِ شَديدَةقَد تَنجَلي الغَمَراتِ وَهيَ شَدائِد,شوق,سويد اليشكري
يا بائِعَ الدينِ بِالدُنيا وَباطِلِهاتَرضى بِدينِكَ شَيئاً لَيسَ يَسواهُحَتّى مَتى أَنتَ في لَهوٍ وَفي لَعِبٍوَالمَوتُ نَحوَكَ يَهوي فاغِراً فاهُ,مدح,أبو الطمحان القيني
كُلُ عَيشٍ وَإِن تَطاوَلَ دَهراًمُنتَهى أَمرُهُ إِلى أَن يَزولافَاِجعَلِ المَوتَ نُصبَ عَينِكَ وَاِحذَرغولَةَ الدَهرِ إِنَ لِلدَهرِ غولا,حكمة,شكيب أرسلان
إِنَّ الحَياةَ قَصيدَةٌ أَعمارُناأَبياتُها وَالمَوتُ فيها القافِيَهمَتِّع لِحاظَكَ في النُجومِ وَحُسنِهافَلَسَوفَ تَمضي وَالكَواكِبُ باقِيَه,عتاب,ابن المعتز
أَعَلِّمُهُ الرِمايَةَ كُلُّ يَومٍفَلَمّا اِستَدَّ ساعِدُهُ رَمانيوَكَم عَلَّمتُهُ نَظمَ القَوافيفَلَمّا قالَ قافِيَةً هَجاني,حزن,ديك الجن
من شيمة الحر الكريمالعفو عن سهو الذنوبومن المرؤة تركهللبحث عن نشر العيوب,رومنسية,ابن العديم
وَمُدمِنُ الخَمرِ يَصحو بَعدَ سَكرَتِهِوَصاحِبُ الحُبِّ يَلقى الدَهرَ سَكرانا,رومنسية,الحر العاملي
اِقنَع بِحَظِك في دُنياكَ ما كانَاوَعَزِّ نَفسِكَ إِن فارَقت أَوطانا,شوق,بهاء الدين زهير
اِنى أَلفت الحُزنَ حَتّى إِنَّنيلَو غابَ عَنّي ساءَني التَأخير,رثاء,أبو فراس الحمداني
يا نَفسُ لا يَلهِيَنَّكِ الأَمَلُفَرُبَّما أَكذَبَ المُنى الأَجَلُ,عتاب,أبو الفتح البستي
وَأُقسِمُ ما اِستَبدَلتُ بَعدَكِ خُلَّةًوَلا لَكِ عِندي في الفُؤادِ قَسيمُ,عتاب,صالح بن عبد القدوس
وَكَذا الحَياةُ قَديمُها وَحَديثُهاذِكرى نُسَرُّ بِها وَذِكرى تُؤلِمُ,دينية,ابو العتاهية
قالوا أَساءَ حَبيبُهُ فَأَجَبتُهُمإِنَّ الحَبيبَ وَإِن أَساءَ حَبيبُ,حكمة,أمية بن أبي الصلت
وَكُنتُ إِذا سَأَلتُ القَلبَ يَوماًتَوَلّى الدَمعُ عَن قَلبي الجَوابا,حياة,إيليا ابو ماضي
وَما المَرءُ إِلّا حَيثُ يَجعَلُ نَفسَهُفَفي صالِح الأَعمالِ نَفسكَ فَاِجعَلِ,عتاب,معن المزني
أَمّا الفُؤادُ فَلَيسَ يَنسى ذِكرَكُمما دامَ يَهتِفُ في الأَراكِ هَديلُ,مدح,زينب الشهارية
وَما فَقَدَ الماضونَ مِثلَ مُحَمَّدٍوَلا مِثلُهُ حَتّى القِيامَةِ يُفقَدُ,رومنسية,علية بنت المهدي
وَزادَني كَلَفاً في الحُبِّ أَن مُنِعَتأَحَبُّ شَيءٍ إِلى الإِنسانِ ما مُنِعا,حكمة,المعتمد بن عباد
يا قَومِ أَذني لِبَعضِ الحَيِّ عاشِقَةٌوَالأُذنُ تَعشَقُ قَبلَ العَينِ أَحيانا,حزن,عائشة التيمورية
مَوتُ المَرءِ خَيرٌ مِن حَياةٍيُهانُ بِطولِها فَيَموتُ حَيّا,رثاء,قطري بن الفجاءة
وَقَد فارَقَ الناسُ الأَحِبَّةَ قَبلَناوَأَعيا دَواءُ المَوتِ كُلَّ طَبيبِ,حزن,كثير عزة
فَاِحمِلِ النَفسَ عَلى مَكروهِهاإِنَّ حُلوَ العَيشِ مَحفوفٌ بِمُر,حياة,إيليا ابو ماضي
لا تَسقِني ماءَ المُلامِ فَإِنَّنيصَبٌّ قَدِ اِستَعذَبتُ ماءَ بُكائي,عتاب,ابن الزيات
وَأَظَلُّ مُبتَسِماً لِفَرطِ تَعَجُّبيفَالسِنُّ ضاحِكَةٌ وَقَلبي باكِ,عتاب,أحمد شوقي
وَما الشَوقُ إِلّا لَوعَةٌ إِثرَ لَوعَةٍوَغَزرٌ مِنَ الآماقِ يَتبَعُها غُزرُ,حكمة,المقنع الكندي
وَمِن يَعِشْ يَرَ وَالأَيام مُقبِلَةٌيَلوحُ للمَرءِ في أَحداثِها العَجبُ,حزن,جرير
نَبَذتَ مَوَدَّتي فَاِهنَأ بِبُعديفَآخِرُ عَهدِنا هَذا الكِتابُ,رثاء,حسان بن ثابت
وَلا أَحمِلُ الحِقدَ القَديمَ عَلَيهِموَلَيسَ كَريمُ القَومِ مَن يَحمِلُ الحِقدا,حب,قيس بن الملوح
نَبكي عَلى الدُنيا وَما مِن مَعشَرٍجَمَعَتهُمُ الدُنيا فَلَم يَتَفَرَّقوا,غزل,بشار بن برد
نُهَوِّنُ في سُبلِ الغَرامِ نُفوسَناوَما عادَةً قَبلَ الغَرامِ تَهونُنُطيعُ رِماحاً فَوقَهُنَّ أَهِلَّةًوَكُثبانَ رَملٍ فَوقَهُنَّ غُصونُ,حياة,ابن رازكه
دَقّاتُ قَلبِ المَرءِ قائِلَةٌ لَهُإِنَّ الحَياةَ دَقائِقٌ وَثَوانيفَاِرفَع لِنَفسِكَ بَعدَ مَوتِكَ ذِكرَهافَالذِكرُ لِلإِنسانِ عُمرٌ ثاني,حزن,المتنبي
يَـومٌ يَـتـيهُ عَلى الزَمانِ صَباحُهُوَمَـسـاؤُهُ بِـمُـحَـمَّـدٍ وَضّاءُالـحَـقُّ عـالي الرُكنِ فيهِ مُظَفَّرٌفـي الـمُـلـكِ لا يَعلو عَلَيهِ لِواءُ,شوق,بشار بن برد
يا ناعِسَ الطَرفِ لا ذُقتَ الهَوى أَبَداًأَسهَرتَ مُضناكَ في حِفظِ الهَوى فَنَمِأَفديكَ إِلفاً وَلا آلو الخَيالَ فِدىًأَغراكَ باِلبُخلِ مَن أَغراهُ بِالكَرَمِ,حزن,أبو تمام
أَنا مَن ماتَ وَمَن ماتَ أَنالَقِيَ المَوتَ كِلانا مَرَّتَيننَحنُ كُنّا مُهجَةً في بَدَنٍثُمَّ صِرنا مُهجَةً في بَدَنَين,مدح,صفي الدين الحلي
فَمَن يَغتَرُّ بِالدُنيا فَإِنّيلَبِستُ بِها فَأَبلَيتُ الثِيابالَها ضَحِكُ القِيانِ إِلى غَبِيٍّوَلي ضَحِكُ اللَبيبِ إِذا تَغابى,شوق,البحتري
أَخوكَ عيسى دَعا مَيتاً فَقامَ لَهُوَأَنتَ أَحيَيتَ أَجيالاً مِنَ الزِمَمِوَالجَهلُ مَوتٌ فَإِن أوتيتَ مُعجِزَةًفَاِبعَث مِنَ الجَهلِ أَو فَاِبعَث مِنَ الرَجَمِ,وطنية,إبراهيم اليازجي
وَإِذا رَحِمتَ فَأَنتَ أُمٌّ أَو أَبٌهَذانِ في الدُنيا هُما الرُحَماءُوَإِذا غَضِبتَ فَإِنَّما هِيَ غَضبَةٌفي الحَقِّ لا ضِغنٌ وَلا بَغضاءُ,عتاب,حافظ ابراهيم
وَعَجيبٌ أَن يُخلَقَ المَرءُ حُرّاًثُمَّ يَأبى لِنَفسِهِ الحُرِيَّهغادَةٌ ما عَرَفَت قَلباً خَلِيّاًمِن هَواها حَتّى القُلوبُ الخَلِيَّه,عتاب,المقنع الكندي
إِن كُنتَ مُكتَإِباً لِعِزٍّ قَد مَضىهَيهاتِ يُّرجِعُهُ إِلَيكَ فَتَندَمُأَو كُنتَ تُشفِقُ مِن حُلولِ مَصيبَةٍهَيهاتِ يَمنَعُ أَن تَحِلَّ تَجَهُّمُ,حزن,المتنبي
لَيسَت حَياتَكَ غَيرَ ما صَوَّرتَهاأَنتَ الحَياةُ بِصَمتِها وَمَقالِهاوَلَقَد نَظَرتُ إِلى الحَمائِمِ في الرُبىفَعَجِبتُ مِن حالِ الأَنامِ وَحالِها,عتاب,صفي الدين الحلي
قالَ اللَيالي جَرَّعَتني عَلقَماًقُلتُ اِبتَسِم وَلَئِن جَرَعتَ العَلقَمافَلَعَلَّ غَيرَكَ إِن رَآكَ مُرَنَّماًطَرَحَ الكَآبَةَ جانِباً وَتَرَنَّما,عدل,أحمد شوقي
وَاِمنَع فُؤادَكَ أَن يَميلَ بِكَ الهَوىوَاِشدُد يَدَيكَ بِحَبلِ دينِكَ وَاِتَّزِعوَاِعلَم بِأَنَّ جَميعَ ما قَدَّمتَهُعِندَ الإِلَهِ مُوَفَّرٌ لَكَ لَم يَضِع,مدح,أحمد شوقي
يَشُقُّ عَلى الإِنسانِ خَدعُ فُؤادِهِوَإِن خادَعَ الدُنيا وَداجى المَداجِياطَلَبتُ عَلى البَلوى مَعيناً فَفاتَنييُؤاسيكَ مَن يَحتاجُ فيكَ مُؤاسِيا,عتاب,أحمد شوقي
إِلى اللَهِ أَشكو جَورَ قَومي وَظُلمَهُمإِذا لَم أَجِد خِلّاً عَلى البُعدِ يَعضُدُخَليلَيَّ أَمسى حُبُّ عَبلَةَ قاتِليوَبَأسي شَديدٌ وَالحُسامُ مُهَنَّدُحَرامٌ عَلَيَّ النَومُ يا اِبنَةَ مالِكٍوَمِن فَرشُهُ جَمرُ الغَضا كَيفَ يَرقُدُ,رثاء,أحمد شوقي
أَصدِر هُمومَكَ لا يَقتُلكَ وارِدُهافَكُلُّ وارِدَةٍ يَوماً لَها صَدَرُلَمّا تَفَرَّقَ بي هَمّي جَمَعتُ لَهُصَريمَةً لَم يَكُن في عَزمِها خَوَرُ,رثاء,أحمد شوقي
أَذاقَني زَمَني بَلوى شَرِقتُ بِهالَو ذاقَها لَبَكى ما عاشَ وَاِنتَحَباوَإِن عَمَرتُ جَعَلتُ الحَربَ والِدَةًوَالسَمهَرِيَّ أَخاً وَالمَشرَفِيَّ أَبا,رثاء,أحمد شوقي
تُريدينَ أَن نَرضى وَأَنتِ بَخيلَةٌوَمَن ذا الَّذي يُرضي الأَحِبّاءَ بِالبَخلِلَعَمرُكِ لَولا اليَأسُ ما اِنقَطَعَ الهَوىوَلَولا الهَوى ما حَنَّ مِن والِهٍ قَبلي,أمل,أحمد شوقي
غَنيٌّ بِلا مالٍ عَنِ الناسِ كُلِّهِموَلَيسَ الغِنى إِلّا عَنِ الشَيءِ لا بِهِإِذا ما ظالِمُ استَحسَنَ الظُلمَ مَذهَباًوَلَجَّ عُتُوّاً في قَبيحِ اِكتِسابِهِ,حرية,إيليا ابو ماضي
يَأبى فُؤادي أَن يَميلَ إِلى الأَذىحُبُّ الأَذِيَّةِ مِن طِباعِ العَقرَبِلي أَن أَرُدَّ مَساءَةً بِمَساءَةٍلَو أَنَّني أَرضى بِبَرقٍ خُلَّبِ,فراق,إيليا ابو ماضي
أَشارَت إِلَيها الشَمسُ عِندَ غُروبِهاتَقولُ إِذا اِسوَدَّ الدُجى فَاِطلِعي بَعديوَقالَ لَها البَدرُ المُنيرُ أَلا اِسفِريفَإِنَّكِ مِثلي في الكَمالِ وَفي السَعدِ,حياة,إيليا ابو ماضي
لَعَمرُكَ ما الأَبصارُ تَنفَعُ أَهلَهاإِذا لَم يَكُن لِلمُبصِرينَ بَصائِرُوَهَل يَنفَعُ الخَطِّيُّ غَيرَ مُثَقَّفٍوَتَظهَرُ إِلّا بِالصَقالِ الجَواهِرُ,أمل,إيليا ابو ماضي
ألا يا جامعَ الأموالِ هَلاّجَمَعْتَ لها زَماناً لاِفتِراقِرأيتُكَ تَطلُبُ الأَبحارَ جَهلاًوأنتَ تكادُ تغرَقُ في السَّواقي,حياة,ابو العتاهية
وكم يمضي الفِراقُ بلا لِقاءٍولكنْ لا لِقاءَ بِلا فِراقِأضَلُّ النَّاسِ في الدُّنيا سَبيلاًمُحِبٌّ باتَ منها في وِثاقِ,حزن,إيليا ابو ماضي
إذا كان الكريمُ عَبُوسَ وجهٍفما أحلَى البَشاشَةَ في البخيلِ,حزن,عنترة بن شداد
قد كنتُ أرغَبُ أن أرى قلبي كماأهوَى ولكن ليسَ قلبي في يَديوالقلبُ مثل العِهنِ إنْ جارَيتَهُلكن إذا عاصَيتهُ كالجَلمَدِ,حزن,الفرزدق
أَنا تِربُ النَدى وَرَبُّ القَوافيوَسِمامُ العِدا وَغَيظُ الحَسودِأَنا في أُمَّةٍ تَدارَكَها اللَــهُ غَريبٌ كَصالِحٍ في ثَمودِ,حزن,المتنبي
وَما الدَهرُ إِلّا مِن رُواةِ قَلائِديإِذا قُلتُ شِعراً أَصبَحَ الدَهرُ مُنشِداًفَسارَ بِهِ مَن لا يَسيرُ مُشَمِّراوَغَنّى بِهِ مَن لا يُغَنّي مُغَرِّدا,عتاب,جرير
فَإِنَّ الصَبا ريحٌ إِذا ما تَنَسَّمَتعَلى نَفسِ مَحزونٍ تَجَلَّت هُمومُهالَيالِيَ أَهلونا بِنَعمانَ جيرَةٌوَإِذ نَحنُ نُرضيها بِدارٍ نُقيمُها,عدل,الإمام الشافعي
فَلا تَحسِباني أَذرِفُ الدَمعَ عادَةًوَلا تَحسِباني أُنشِدُ الشِعرَ لاهِياوَلَكِنَّها نَفسي إِذا جاشَ جَأشُهاوَفاضَ عَلَيها الهَمُّ فاضَت قَوافِيا,تسامح,إيليا ابو ماضي
إِنّي لَأَعجَبُ مِن حُبٍّ يُقَرِّبُنيمِمَّن يُباعِدُني مِنهُ وَيُقصينيلَو كانَ يُنصِفَني مِمّا كَلِفتُ بِهِإِذاً رَضيتُ وَكانَ النِصفُ يُرضيني,غزل,عنترة بن شداد
فَغُضَّ الطَرفَ إِنَّكَ مِن نُمَيرٍفَلا كَعباً بَلَغتَ وَلا كِلاباأَتَعدِلُ دِمنَةً خَبُثَت وَقَلَّتإِلى فَرعَينِ قَد كَثُرا وَطابا,عدل,أبو فراس الحمداني
رَأَيتُ الخَثعَمِيَّ يُقِلُّ أَنفاًيَضيقُ بِعَرضِهِ البَلَدُ الفَضاءُسَما صَعُداً فَقَصَّرَ كُلُّ سامٍلِهَيبَتِهِ وَغَصَّ بِهِ الهَواءُ,حياة,ناصيف اليازجي
لك أنفٌ يابن حربٍأنِفت منه الأنوفأنت في القُدسِ تصليو هو في البيت يطوف,فراق,ناصيف اليازجي
وتحسبُ العينُ فكّيه إذا اختلفاعند التنغم فكَّي بغلِ طحان,عدل,ناصيف اليازجي
أَنامُ مِلءَ جُفوني عَن شَوارِدِهاوَيَسهَرُ الخَلقُ جَرّاها وَيَختَصِمُوَجاهِلٍ مَدَّهُ في جَهلِهِ ضَحِكيحَتّى أَتَتهُ يَدٌ فَرّاسَةٌ وَفَمُإِذا رأيتَ نُيوبَ اللَيثِ بارِزَةًفَلا تَظُنَّنَّ أَنَّ اللَيثَ يبتَسِمُ,أمل,ناصيف اليازجي
